Epoch 1/100, Train Loss: 0.7091970562934875, Validation Loss: 0.5306076556444168, Precision: 0.8277777777777778, Recall: 0.23710665552770815, F1: 0.32388597195750074, Accuracy: 0.33613445378151263
Epoch 2/100, Train Loss: 0.3332448124885559, Validation Loss: 0.27423419058322906, Precision: 0.8131313131313131, Recall: 0.6722500696184907, F1: 0.7203522998156641, Accuracy: 0.8403361344537815
Epoch 3/100, Train Loss: 0.15522596339384714, Validation Loss: 0.1772872470319271, Precision: 0.8271604938271605, Recall: 0.7517265385686439, F1: 0.7868453184242657, Accuracy: 0.907563025210084
Epoch 4/100, Train Loss: 0.09229863782723745, Validation Loss: 0.14474644511938095, Precision: 0.8333333333333334, Recall: 0.7684349763297131, F1: 0.799074074074074, Accuracy: 0.9243697478991597
Epoch 5/100, Train Loss: 0.058948706338802975, Validation Loss: 0.1315937153995037, Precision: 0.8333333333333334, Recall: 0.7596630465051518, F1: 0.794047619047619, Accuracy: 0.9243697478991597
Epoch 6/100, Train Loss: 0.0381101772810022, Validation Loss: 0.1097378134727478, Precision: 0.8333333333333334, Recall: 0.7739905318852687, F1: 0.8022069061542746, Accuracy: 0.9327731092436975
Epoch 7/100, Train Loss: 0.025680842188497383, Validation Loss: 0.11012000869959593, Precision: 0.8333333333333334, Recall: 0.7739905318852687, F1: 0.8022069061542746, Accuracy: 0.9327731092436975
Epoch 8/100, Train Loss: 0.018590556209286055, Validation Loss: 0.10362347215414047, Precision: 0.8333333333333334, Recall: 0.7851016429963797, F1: 0.8081539772217737, Accuracy: 0.9495798319327731
Epoch 9/100, Train Loss: 0.013458124579240878, Validation Loss: 0.10237007308751345, Precision: 0.8333333333333334, Recall: 0.7851016429963797, F1: 0.8081539772217737, Accuracy: 0.9495798319327731
Epoch 10/100, Train Loss: 0.010250620854397615, Validation Loss: 0.09429809637367725, Precision: 0.8333333333333334, Recall: 0.7851016429963797, F1: 0.8081539772217737, Accuracy: 0.9495798319327731
Epoch 11/100, Train Loss: 0.008079035750900706, Validation Loss: 0.09746211022138596, Precision: 0.8333333333333334, Recall: 0.7795460874408242, F1: 0.8052317095420544, Accuracy: 0.9411764705882353
Epoch 12/100, Train Loss: 0.0066188880242407325, Validation Loss: 0.09349070396274328, Precision: 0.8333333333333334, Recall: 0.7851016429963797, F1: 0.8081539772217737, Accuracy: 0.9495798319327731
Epoch 13/100, Train Loss: 0.005528442903111378, Validation Loss: 0.09349600691348314, Precision: 0.8333333333333334, Recall: 0.7851016429963797, F1: 0.8081539772217737, Accuracy: 0.9495798319327731
Epoch 14/100, Train Loss: 0.004698426206596195, Validation Loss: 0.09178188070654869, Precision: 0.8333333333333334, Recall: 0.7851016429963797, F1: 0.8081539772217737, Accuracy: 0.9495798319327731
Epoch 15/100, Train Loss: 0.00412539749716719, Validation Loss: 0.09143305569887161, Precision: 0.8333333333333334, Recall: 0.7851016429963797, F1: 0.8081539772217737, Accuracy: 0.9495798319327731
Epoch 16/100, Train Loss: 0.003510825103148818, Validation Loss: 0.09165544342249632, Precision: 0.8333333333333334, Recall: 0.7851016429963797, F1: 0.8081539772217737, Accuracy: 0.9495798319327731
Epoch 17/100, Train Loss: 0.0030700474007365605, Validation Loss: 0.09519560821354389, Precision: 0.8333333333333334, Recall: 0.7851016429963797, F1: 0.8081539772217737, Accuracy: 0.9495798319327731
Epoch 18/100, Train Loss: 0.0027149131909633677, Validation Loss: 0.09402619581669569, Precision: 0.8333333333333334, Recall: 0.7851016429963797, F1: 0.8081539772217737, Accuracy: 0.9495798319327731
Epoch 19/100, Train Loss: 0.0024726482341066005, Validation Loss: 0.09380083996802568, Precision: 0.8333333333333334, Recall: 0.7851016429963797, F1: 0.8081539772217737, Accuracy: 0.9495798319327731
